Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,291500.000000,294000.000000,285500.000000,293000.000000,293000.000000,947178
2021-01-05,291500.000000,292500.000000,286500.000000,292500.000000,292500.000000,912657
2021-01-06,292500.000000,300500.000000,289500.000000,290000.000000,290000.000000,1375856
2021-01-07,288500.000000,292000.000000,286500.000000,289500.000000,289500.000000,1155734
2021-01-08,293500.000000,312000.000000,290000.000000,312000.000000,312000.000000,3175396
2021-01-11,320000.000000,323500.000000,301000.000000,309000.000000,309000.000000,2765169
2021-01-12,305000.000000,308500.000000,292500.000000,304000.000000,304000.000000,1573299
2021-01-13,306000.000000,317500.000000,304000.000000,314000.000000,314000.000000,1894304
2021-01-14,318500.000000,326000.000000,314000.000000,318000.000000,318000.000000,1548585
2021-01-15,320500.000000,323000.000000,305500.000000,306000.000000,306000.000000,1106810
2021-01-18,304500.000000,308500.000000,300000.000000,300500.000000,300500.000000,864969
2021-01-19,303500.000000,310500.000000,299500.000000,308000.000000,308000.000000,880238
2021-01-20,313500.000000,313500.000000,302000.000000,308000.000000,308000.000000,885472
2021-01-21,316500.000000,326000.000000,316000.000000,322500.000000,322500.000000,1941446
2021-01-22,332000.000000,350000.000000,326000.000000,343500.000000,343500.000000,3303950
2021-01-25,349000.000000,353000.000000,340000.000000,349000.000000,349000.000000,1593848
2021-01-26,350500.000000,351000.000000,338000.000000,342000.000000,342000.000000,1247284
2021-01-27,347000.000000,352000.000000,339500.000000,341500.000000,341500.000000,1149246
2021-01-28,336000.000000,366000.000000,335000.000000,355000.000000,355000.000000,2285696
2021-01-29,362000.000000,362000.000000,340500.000000,343000.000000,343000.000000,1607894
2021-02-01,346500.000000,352500.000000,341500.000000,348000.000000,348000.000000,988630
2021-02-02,358000.000000,373000.000000,353000.000000,362500.000000,362500.000000,1951062
2021-02-03,366500.000000,371000.000000,361000.000000,370500.000000,370500.000000,1197680
2021-02-04,368000.000000,368500.000000,356000.000000,358000.000000,358000.000000,1160116
2021-02-05,363500.000000,371500.000000,356500.000000,362500.000000,362500.000000,982325
2021-02-08,361500.000000,364500.000000,357000.000000,357500.000000,357500.000000,712484
2021-02-09,359500.000000,362000.000000,355000.000000,358500.000000,358500.000000,667655
2021-02-10,365000.000000,368500.000000,359000.000000,366500.000000,366500.000000,1147417
2021-02-15,383500.000000,388000.000000,378000.000000,385500.000000,385500.000000,1172475
2021-02-16,391500.000000,405000.000000,390000.000000,394000.000000,394000.000000,1567108
2021-02-17,396500.000000,396500.000000,386000.000000,392000.000000,392000.000000,1161595
2021-02-18,391500.000000,400000.000000,386500.000000,388000.000000,388000.000000,1020222
2021-02-19,387000.000000,398500.000000,385500.000000,398000.000000,398000.000000,1047043
2021-02-22,400000.000000,405500.000000,384500.000000,386500.000000,386500.000000,1289395
2021-02-23,379000.000000,394500.000000,378500.000000,390500.000000,390500.000000,1017577
2021-02-24,389500.000000,391500.000000,374000.000000,374000.000000,374000.000000,1078485
2021-02-25,380500.000000,384500.000000,374500.000000,383000.000000,383000.000000,757476
2021-02-26,372000.000000,378500.000000,368500.000000,375000.000000,375000.000000,1170208
2021-03-02,389000.000000,390000.000000,375500.000000,377500.000000,377500.000000,1240322
2021-03-03,379000.000000,399500.000000,377500.000000,399500.000000,399500.000000,1287551
2021-03-04,392000.000000,401000.000000,389000.000000,391500.000000,391500.000000,1585134
2021-03-05,386000.000000,386500.000000,371000.000000,377500.000000,377500.000000,1594386
2021-03-08,382000.000000,386000.000000,366500.000000,368500.000000,368500.000000,1031748
2021-03-09,366500.000000,371500.000000,350000.000000,361500.000000,361500.000000,1313900
2021-03-10,373000.000000,378000.000000,368000.000000,372000.000000,372000.000000,946917
2021-03-11,372500.000000,377500.000000,366000.000000,373500.000000,373500.000000,1024741
2021-03-12,396000.000000,396000.000000,378500.000000,380500.000000,380500.000000,969276
2021-03-15,382000.000000,385500.000000,377500.000000,383000.000000,383000.000000,609496
2021-03-16,384500.000000,389500.000000,384000.000000,385500.000000,385500.000000,574082
2021-03-17,388000.000000,391500.000000,380500.000000,383500.000000,383500.000000,1200355
2021-03-18,388500.000000,410000.000000,386500.000000,403500.000000,403500.000000,1818409
2021-03-19,397000.000000,407500.000000,395000.000000,402000.000000,402000.000000,1258199
2021-03-22,402500.000000,405500.000000,393000.000000,396500.000000,396500.000000,911358
2021-03-23,397000.000000,399000.000000,384000.000000,386000.000000,386000.000000,1167110
2021-03-24,380000.000000,387000.000000,376000.000000,387000.000000,387000.000000,763754
2021-03-25,381500.000000,384000.000000,378000.000000,380000.000000,380000.000000,672585
2021-03-26,380000.000000,383000.000000,377000.000000,383000.000000,383000.000000,691786
2021-03-29,383500.000000,384000.000000,372000.000000,372000.000000,372000.000000,878014
2021-03-30,373500.000000,381000.000000,373500.000000,376500.000000,376500.000000,623997
2021-03-31,379500.000000,383000.000000,377000.000000,377000.000000,377000.000000,568103
2021-04-01,375500.000000,379000.000000,372000.000000,378500.000000,378500.000000,547402
2021-04-02,381500.000000,382500.000000,378000.000000,379500.000000,379500.000000,476668
2021-04-05,379500.000000,380000.000000,374500.000000,377000.000000,377000.000000,421508
2021-04-06,378500.000000,391000.000000,378000.000000,388500.000000,388500.000000,997518
2021-04-07,390500.000000,391000.000000,381500.000000,384500.000000,384500.000000,578490
2021-04-08,384500.000000,387000.000000,380000.000000,381500.000000,381500.000000,626575
2021-04-09,382000.000000,385000.000000,381500.000000,383500.000000,383500.000000,469100
2021-04-12,384500.000000,393000.000000,383000.000000,385500.000000,385500.000000,680329
2021-04-13,384000.000000,389000.000000,382000.000000,388500.000000,388500.000000,586643
2021-04-14,391500.000000,398000.000000,390000.000000,391500.000000,391500.000000,757969
2021-04-15,391500.000000,398500.000000,386500.000000,391000.000000,391000.000000,889538
2021-04-16,394500.000000,395000.000000,391000.000000,391500.000000,391500.000000,423962
2021-04-19,391500.000000,393500.000000,388500.000000,390000.000000,390000.000000,449064
2021-04-20,389000.000000,391500.000000,387500.000000,391000.000000,391000.000000,417892
2021-04-21,389000.000000,389000.000000,380500.000000,380500.000000,380500.000000,835828
2021-04-22,382000.000000,384500.000000,380000.000000,380500.000000,380500.000000,394350
2021-04-23,377500.000000,379500.000000,374000.000000,378000.000000,378000.000000,505140
2021-04-26,376500.000000,379000.000000,374500.000000,377500.000000,377500.000000,484369
2021-04-27,378000.000000,381500.000000,376000.000000,380000.000000,380000.000000,392509
2021-04-28,381500.000000,382000.000000,373000.000000,373500.000000,373500.000000,485971
2021-04-29,373500.000000,377500.000000,366000.000000,366500.000000,366500.000000,743106
2021-04-30,366000.000000,366000.000000,353500.000000,359500.000000,359500.000000,1028215
2021-05-03,366000.000000,370500.000000,360500.000000,363000.000000,363000.000000,507361
2021-05-04,366000.000000,367000.000000,360500.000000,364500.000000,364500.000000,398383
2021-05-06,360500.000000,364500.000000,359500.000000,361500.000000,361500.000000,632873
2021-05-07,360500.000000,364000.000000,360000.000000,361000.000000,361000.000000,446152
2021-05-10,362500.000000,364000.000000,360000.000000,362000.000000,362000.000000,572111
2021-05-11,356500.000000,358000.000000,347500.000000,349000.000000,349000.000000,2373361
2021-05-12,349500.000000,350500.000000,340500.000000,343000.000000,343000.000000,1120816
2021-05-13,337500.000000,341500.000000,334500.000000,337500.000000,337500.000000,992326
2021-05-14,338000.000000,344500.000000,337500.000000,342500.000000,342500.000000,460390
2021-05-17,345500.000000,349000.000000,341000.000000,344000.000000,344000.000000,453316
2021-05-18,347000.000000,349500.000000,345000.000000,349500.000000,349500.000000,445015
2021-05-20,351500.000000,355000.000000,348500.000000,351000.000000,351000.000000,561151
2021-05-21,355000.000000,360000.000000,353500.000000,360000.000000,360000.000000,618431
2021-05-24,356500.000000,358500.000000,353000.000000,355500.000000,355500.000000,361765
2021-05-25,355500.000000,358000.000000,352500.000000,358000.000000,358000.000000,433413
2021-05-26,359500.000000,366500.000000,359500.000000,363000.000000,363000.000000,543316
2021-05-27,363000.000000,363500.000000,353500.000000,358000.000000,358000.000000,963669
2021-05-28,361500.000000,361500.000000,355500.000000,358000.000000,358000.000000,439112
