Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,278000.000000,282500.000000,277000.000000,279500.000000,279500.000000,342443
2021-01-05,277500.000000,283000.000000,276500.000000,282500.000000,282500.000000,268642
2021-01-06,288000.000000,291500.000000,282000.000000,283000.000000,283000.000000,454092
2021-01-07,291000.000000,305000.000000,290000.000000,304000.000000,304000.000000,711593
2021-01-08,306500.000000,307000.000000,296000.000000,301000.000000,301000.000000,449301
2021-01-11,302000.000000,302000.000000,283000.000000,287500.000000,287500.000000,576371
2021-01-12,287500.000000,321500.000000,284000.000000,313000.000000,313000.000000,1405533
2021-01-13,317000.000000,326500.000000,304500.000000,309000.000000,309000.000000,555908
2021-01-14,310000.000000,317000.000000,305000.000000,316000.000000,316000.000000,323205
2021-01-15,315000.000000,315500.000000,301000.000000,301000.000000,301000.000000,305414
2021-01-18,294500.000000,298500.000000,287500.000000,289000.000000,289000.000000,296723
2021-01-19,292500.000000,296500.000000,288500.000000,292500.000000,292500.000000,194590
2021-01-20,296000.000000,296500.000000,287000.000000,292500.000000,292500.000000,226526
2021-01-21,297500.000000,306000.000000,293500.000000,294500.000000,294500.000000,259265
2021-01-22,292500.000000,294500.000000,288500.000000,289000.000000,289000.000000,235079
2021-01-25,286000.000000,291500.000000,285000.000000,287500.000000,287500.000000,270741
2021-01-26,290500.000000,293500.000000,280500.000000,282000.000000,282000.000000,310821
2021-01-27,284500.000000,289000.000000,279500.000000,284500.000000,284500.000000,213805
2021-01-28,277000.000000,281000.000000,271500.000000,274500.000000,274500.000000,254931
2021-01-29,276500.000000,277000.000000,261000.000000,261000.000000,261000.000000,276795
2021-02-01,260000.000000,266500.000000,255500.000000,265000.000000,265000.000000,249310
2021-02-02,268500.000000,283000.000000,267500.000000,275000.000000,275000.000000,334228
2021-02-03,281500.000000,282000.000000,273000.000000,277500.000000,277500.000000,202540
2021-02-04,278500.000000,278500.000000,268500.000000,270000.000000,270000.000000,176269
2021-02-05,273000.000000,284000.000000,270000.000000,284000.000000,284000.000000,234939
2021-02-08,291000.000000,300000.000000,286500.000000,298000.000000,298000.000000,617328
2021-02-09,298500.000000,301000.000000,291000.000000,291000.000000,291000.000000,305252
2021-02-10,293000.000000,305000.000000,291000.000000,303000.000000,303000.000000,494419
2021-02-15,307500.000000,311500.000000,303500.000000,306000.000000,306000.000000,298004
2021-02-16,309000.000000,313000.000000,302500.000000,311500.000000,311500.000000,245269
2021-02-17,311500.000000,312000.000000,298500.000000,300500.000000,300500.000000,258342
2021-02-18,299000.000000,307000.000000,297000.000000,298000.000000,298000.000000,286986
2021-02-19,309000.000000,311000.000000,288500.000000,295000.000000,295000.000000,395014
2021-02-22,301000.000000,312000.000000,300000.000000,302000.000000,302000.000000,425232
2021-02-23,307500.000000,331000.000000,306000.000000,326000.000000,326000.000000,1193010
2021-02-24,325500.000000,325500.000000,300000.000000,302500.000000,302500.000000,497132
2021-02-25,313000.000000,324000.000000,310500.000000,324000.000000,324000.000000,514784
2021-02-26,313500.000000,331000.000000,311000.000000,318000.000000,318000.000000,602223
2021-03-02,329000.000000,338000.000000,321000.000000,323500.000000,323500.000000,419443
2021-03-03,322000.000000,329000.000000,318500.000000,328000.000000,328000.000000,198150
2021-03-04,324000.000000,333500.000000,319500.000000,321000.000000,321000.000000,265032
2021-03-05,316500.000000,325500.000000,313500.000000,322000.000000,322000.000000,275487
2021-03-08,328500.000000,334000.000000,310000.000000,310000.000000,310000.000000,335647
2021-03-09,318500.000000,322000.000000,310000.000000,319000.000000,319000.000000,404916
2021-03-10,317500.000000,322500.000000,305000.000000,306500.000000,306500.000000,316142
2021-03-11,308500.000000,309000.000000,299500.000000,306000.000000,306000.000000,307643
2021-03-12,310000.000000,311000.000000,302000.000000,303500.000000,303500.000000,206741
