Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,237.800003,237.996994,227.535004,231.919998,231.919998,8148700
2021-01-05,230.470001,235.639999,229.800003,234.910004,234.910004,5047800
2021-01-06,228.940002,232.490005,225.701996,226.830002,226.830002,9211700
2021-01-07,229.460007,235.600006,229.220001,235.039993,235.039993,7107900
2021-01-08,237.429993,242.910004,236.069000,242.460007,242.460007,6767700
2021-01-11,238.039993,240.839996,234.089996,237.500000,237.500000,5073100
2021-01-12,237.619995,238.800003,233.830002,237.639999,237.639999,4136600
2021-01-13,236.570007,247.440002,236.539993,244.899994,244.899994,7354900
2021-01-14,246.869995,249.850006,241.539993,242.059998,242.059998,6976700
2021-01-15,242.250000,244.563004,235.033997,239.789993,239.789993,8373300
2021-01-19,243.300003,248.740005,241.000000,247.250000,247.250000,7436800
2021-01-20,248.850006,249.649994,244.139999,244.259995,244.259995,5803200
2021-01-21,246.669998,250.369995,243.580002,248.639999,248.639999,10336600
2021-01-22,246.649994,254.389999,246.199997,252.000000,252.000000,7800500
2021-01-25,253.800003,254.389999,242.220001,247.750000,247.750000,8499400
2021-01-26,246.899994,248.759995,240.029999,241.000000,241.000000,7883000
2021-01-27,234.699997,235.399994,225.000000,229.940002,229.940002,11787000
2021-01-28,235.000000,241.554993,232.210007,237.789993,237.789993,8295500
2021-01-29,238.649994,240.869995,232.660004,234.309998,234.309998,9805800
2021-02-01,238.369995,244.139999,235.399994,241.850006,241.850006,7788200
2021-02-02,243.610001,250.190002,240.529999,249.100006,249.100006,7082800
2021-02-03,253.960007,254.315002,247.389999,251.899994,251.899994,13545700
2021-02-04,265.339996,274.940002,260.850006,270.429993,270.429993,23840900
2021-02-05,268.609985,270.000000,264.709991,269.440002,269.440002,7978600
2021-02-08,276.880005,282.699005,274.623993,282.170013,282.170013,10065500
2021-02-09,280.380005,286.890015,276.510010,284.200012,284.200012,8697000
2021-02-10,285.100006,286.079987,278.401001,283.179993,283.179993,9364500
2021-02-11,287.329987,302.100006,281.600006,285.029999,285.029999,21371100
2021-02-12,292.640015,299.339996,289.320007,298.369995,298.369995,11882200
2021-02-16,306.399994,309.140015,298.179993,304.790009,304.790009,13597700
2021-02-17,297.630005,301.500000,290.559998,297.200012,297.200012,9879800
2021-02-18,291.130005,292.970001,285.029999,290.809998,290.809998,9715500
2021-02-19,292.119995,293.940002,285.459991,286.920013,286.920013,9413800
2021-02-22,281.420013,285.000000,273.290009,273.850006,273.850006,13132500
2021-02-23,259.690002,267.250000,252.559998,265.000000,265.000000,20440300
2021-02-24,266.105011,268.665985,259.100006,266.070007,266.070007,10840000
2021-02-25,262.760010,266.000000,251.419998,253.940002,253.940002,13403300
2021-02-26,257.450012,261.859985,253.113998,259.850006,259.850006,11915200
2021-03-01,268.894989,274.540009,265.720001,273.630005,273.630005,10558500
2021-03-02,275.959991,277.500000,268.910004,269.190002,269.190002,8484900
2021-03-03,265.019989,267.660004,253.250000,255.059998,255.059998,10841800
2021-03-04,251.759995,254.800003,232.270004,239.070007,239.070007,18878800
2021-03-05,243.119995,243.748001,223.089996,239.050003,239.050003,16830200
2021-03-08,239.000000,241.330002,225.649994,226.089996,226.089996,13340300
2021-03-09,240.979996,244.440002,236.039993,241.759995,241.759995,12071200
2021-03-10,249.309998,249.960007,241.270004,242.070007,242.070007,9508000
2021-03-11,247.119995,254.919998,246.529999,253.830002,253.830002,9234200
2021-03-12,249.490005,251.548004,244.302994,250.350006,250.350006,7609700
